dtxsid,chem_num,cas,name,mw,log_kow,water_sol_mg_l,half_air_hr,half_sed_hr,vp_pa,kp,fabs,backGM,backGSD
DTXSID5023873,79736,631-61-8,Ammonium acetate,77.08,-0.203861,1085116.824,6090,3240,1244.301866,0.000453489,0.968217792,0,0
DTXSID5024057,7698,124-40-3,Dimethylamine,45.08,-0.275987,537069.596,3.78,3240,88535.66617,0.000769197,0.962732495,0,0
DTXSID5024182,4238,109-86-4,2-Methoxyethanol,76.1,-0.653508,1006955.2,20.5,3240,994.3797129,0.000256427,0.915767446,0,0
DTXSID5024394,83978,64-19-7,Acetic acid,60.05,-0.203861,845371.89,347,1870,1244.301866,0.000624971,0.968217792,0,0
DTXSID5024760,53079,4080-31-3,N-(3-Chloroallyl)hexaminium chloride,251.16,0.540284,419030.3208,0.49,38900,0.450308371,9.82E-05,0.993913406,0,0
DTXSID5025021,106862,84-61-7,Dicyclohexyl phthalate,330.43,5.83378,1.900141019,10.6,8100,0.000103964,0.012885153,0.992237674,0,0
DTXSID5025102,4207,109-55-7,3-(Dimethylamino)propylamine,102.18,0.0364698,937096.8672,2.29,8100,702.7836476,0.000437214,0.981371416,0,0
DTXSID5025152,3384,106-65-0,Dimethyl succinate,146.14,0.393454,37085.2171,183,3240,53.8499799,0.000402201,0.991585873,0,0
DTXSID5025491,6758,120-40-1,"N,N-Bis(2-hydroxyethyl)dodecanamide",287.45,3.42148,537.1261955,5.21,3240,1.91E-05,0.010105985,0.999710173,0,0
DTXSID5025493,12298,142-78-9,Laurylethanolamide,243.39,3.19997,459.8221236,8.3,3240,0.000490336,0.013859755,0.999716738,0,0
DTXSID5025572,110111,93-58-3,Methyl benzoate,136.15,2.12629,2051.984725,304,3240,45.48040022,0.016320741,0.999593483,0,0
DTXSID5025659,6426,119-36-8,Methyl salicylate,152.15,2.21743,4778.24032,23.2,3240,1.084821623,0.014529158,0.999621945,0,0
DTXSID5025811,4977,112-62-9,Methyl (9Z)-octadec-9-enoate,296.5,7.51426,3.22482295,1.31,3240,0.00090007,0.016010517,0.733685145,0,0
DTXSID5025819,2063,103-50-4,Dibenzyl ether,198.27,2.55713,33.96186657,12.2,3240,0.318399199,0.011874742,0.999686722,0,0
DTXSID5025998,5841,116-31-4,Retinal,284.45,6.60275,68.2731201,0.592,8100,0.00520476,0.017359474,0.957191064,0,0
DTXSID5026201,103148,9/8/7673,Trichloromelamine,229.46,1.95776,417.4473996,389,8100,2.52E-07,0.002406825,0.999521817,0,0
DTXSID5026259,10977,13674-84-5,Tris(2-chloroisopropyl)phosphate,327.57,2.80821,704.6096214,5.73,13000,0.500353597,0.002455479,0.999708371,0,0
DTXSID5026386,100438,74-98-6,Propane,44.1,2.37554,125.750709,223,3240,472195.908,0.151786355,0.999658791,0,0
DTXSID5026548,109075,90-72-2,"2,4,6-Tris(dimethylaminomethyl)phenol",265.4,1.36661,2652.070542,1.02,13000,1.82E-05,0.000375792,0.998872366,0,0
DTXSID5026625,113832,98-55-5,alpha-Terpineol,154.25,3.06178,1024.06575,0.509,8100,6.768377773,0.039398108,0.999716717,0,0
DTXSID5026837,4343,110-19-0,Isobutyl acetate,116.16,1.79267,6283.396416,46.7,3240,2308.050551,0.01246799,0.999418415,0,0
DTXSID5026881,4596,111-60-4,2-Hydroxyethyl octadecanoate,328.54,7.60283,1.06459116,9.35,3240,2.89E-05,0.013093461,0.692021977,0,0
DTXSID5026912,4950,112-35-6,2-[2-(2-Methoxyethoxy)ethoxy]ethanol,164.2,-0.0693406,1036459.956,6.41,3240,1.559538657,0.000136086,0.976420175,0,0
DTXSID5026918,4968,112-53-8,1-Dodecanol,186.34,4.65225,4.533708102,14.1,3240,0.128249073,0.039174842,0.99924882,0,0
DTXSID5027013,7551,123-95-5,"Octadecanoic acid, butyl ester",340.6,9.20988,0.138743751,9.86,3240,5.53E-05,0.012201267,0.052638861,0,0
DTXSID5027067,11071,137-20-2,Sodium N-methyl-N-oleoyltaurate,425.61,5.40502,1215.503855,1.16,8100,1.57E-06,0.00754926,0.996935831,0,0
DTXSID5027354,2767,1047-16-1,Quinacridone,312.33,4.01334,20.05664575,1.28,13000,8.50E-08,0.011660475,0.999630801,0,0
DTXSID5027433,19331,1760-24-3,"N-[3-(Trimethoxysilyl)propyl]ethane-1,2-diamine",222.36,0.926344,56622.19512,2.12,3240,0.243550676,0.000318008,0.997340602,0,0
DTXSID5027489,25746,2530-83-8,Trimethoxy[3-(oxiran-2-ylmethoxy)propyl]silane,236.34,1.04875,18729.02327,11.5,8100,7.861781358,0.000321387,0.997930559,0,0
DTXSID5027512,39684,3033-62-3,Bis[2-(dimethylamino)ethyl]ether,160.26,-0.373165,147511.4773,1.21,8100,385.7896671,9.75E-05,0.953876162,0,0
DTXSID5027568,55709,4316-73-8,"Glycine, N-methyl-, monosodium salt",111.08,-2.15258,382688.3728,3.83,1870,1.74111042,8.50E-05,0.256756808,0,0
DTXSID5027641,94161,6938-94-9,Diisopropyl adipate,230.31,2.82112,441.3476592,24.6,3240,0.801984838,0.010732867,0.999709083,0,0
DTXSID5027722,1245,10124-65-9,Potassium dodecanoate,238.41,4.59688,32.6430972,19.8,1870,0.010449902,0.023870997,0.99930833,0,0
DTXSID5027774,15571,15708-41-5,Ethylenediaminetetraacetic acid ferric sodium salt,292.25,-1.707,2225.594805,1.41,1870,3.74E-10,2.20E-05,0.490734953,0,0
DTXSID5029217,15541,1569-01-3,1-Propoxy-2-propanol,118.18,0.588878,541076.4938,9.83,3240,269.3365591,0.00096611,0.99452773,0,0
DTXSID5029340,35082,27216-37-1,"alpha-D-Glucopyranoside, beta-D-fructofuranosyl, diacetate hexakis(2-methylpropanoate)",846.93,3.10873,381.0126338,3.28,13000,7.47E-07,5.48E-06,0.999717067,0,0
DTXSID5029762,66953,54574-82-2,2-[4-(Dibutylamino)-2-hydroxybenzoyl]benzoic acid,369.46,4.51645,6.404478262,1.13,3240,9.28E-08,0.008993723,0.999382301,0,0
DTXSID5030955,102711,76-22-2,Camphor,152.24,2.75624,743.6421608,26,8100,52.23291263,0.030917847,0.999705151,0,0
DTXSID5032365,6592,1194-65-6,Dichlobenil,172.01,2.8626,25.41998182,1510,8100,0.424413163,0.02572461,0.999711146,0,0
DTXSID5032442,11341,138261-41-3,Imidacloprid,255.67,0.618325,508.1927023,1.69,13000,1.59E-07,0.000104596,0.994868223,0,0
DTXSID5032498,5261,3380-34-5,Triclosan,289.55,5.06066,7.80383578,15.9,13000,0.000060349,0.016488712,0.998472873,0,0
DTXSID5032523,34109,2634-33-5,"1,2-Benzisothiazolin-3-one",151.18,0.804117,224.0593426,15.1,3240,0.001905337,0.000844788,0.996560933,0,0
DTXSID5032529,69967,56073-10-0,Brodifacoum,523.43,8.21767,0.363496487,1.38,13000,8.54E-09,0.005254245,0.353040315,0,0
DTXSID5032579,42304,64700-56-7,Triclopyr-butotyl,356.64,3.25894,25.02846024,11.2,13000,0.000422801,0.003408519,0.999715813,0,0
DTXSID5032654,34441,26644-46-2,Triforine,434.97,2.24173,1390.111924,3.9,38900,3.12E-05,0.000128655,0.999628553,0,0
DTXSID5034274,16395,81335-47-9,Imazaquin ammonium salt,328.37,1.8777,205.5251412,10,13000,1.69E-08,0.000369219,0.999476585,0,0
DTXSID5034852,2796,104786-87-0,Dichlorprop-P-dimethylammonium,235.07,2.82696,368.7942709,22.5,8100,0.000061149,0.010109067,0.999709394,0,0
DTXSID5034856,87572,66423-09-4,Mecoprop-P-dimethylammonium,259.74,3.02437,392.6645424,18.1,8100,0.000172645,0.009288229,0.999716184,0,0
DTXSID5035799,96051,70161-44-3,"N-(Hydroxymethyl)glycine, monosodium salt",127.08,-1.63195,126003.1241,2.67,1870,0.006154042,7.39E-05,0.533872691,0,0
DTXSID5035957,91035,68359-37-5,Cyfluthrin,434.3,6.14726,0.030563341,20.2,38900,9.55E-08,0.007507631,0.984413322,0,0
DTXSID5036478,50184,38916-42-6,Tetrasodium N-(3-carboxyl-1-sulfopropyl)-N-stearyl aspartate,653.65,2.11722,1042.846283,5.26,1870,1.60E-07,8.84E-06,0.999590302,0,0
DTXSID5037028,71587,57-09-0,Hexadecyltrimethylammonium bromide,364.46,2.83577,0.0018632,7.51,8100,0.004278862,0.001427681,0.99970985,0,0
DTXSID5037236,87134,66-84-2,Glucosamine hydrochloride,215.64,-2.39839,117664.8286,2.7,1870,3.39E-08,3.34E-05,0.163987327,0,0
DTXSID5038830,1028,10094-34-5,"1,1-Dimethyl-2-phenylethyl butanoate",220.31,4.03523,509.6277013,32.1,8100,3.960768227,0.026415168,0.999624986,0,0
DTXSID5038888,30119,2390-60-5,Basic Blue 7,514.16,6.3838,1.742771028,0.158,38900,6.50E-08,0.005353272,0.973601804,0,0
DTXSID5039224,101991,75-07-0,Acetaldehyde,44.05,-0.131701,578794.975,16.2,3240,90881.47362,0.000976413,0.97291491,0,0
DTXSID5041225,46817,3586-55-8,"1,2-Bis[hydroxymethoxy]ethane",122.12,-0.928944,848103.8608,4.74,3240,0.040509208,9.99E-05,0.852363297,0,0
DTXSID5041306,9000,131-55-5,"2,2',4,4'-Tetrahydroxybenzophenone",246.22,2.88043,172.8577661,1.28,3240,6.07E-07,0.009280167,0.999711931,0,0
DTXSID5041722,73675,587-98-4,"C.I. Acid Yellow 36, monosodium salt",375.38,4.39954,33.06482177,1.28,13000,3.67E-08,0.008263602,0.99946805,0,0
DTXSID5042453,88760,67806-10-4,"Tetradecanamide, N-[3-(dimethyloxidoamino)propyl]-",328.54,3.46324,57.7261207,5.81,8100,0.00001484,0.006513408,0.999707925,0,0
DTXSID5042455,106014,822-12-8,"Tetradecanoic acid, sodium salt",250.36,6.07967,2.39306606,16.2,1870,0.000246296,0.022280706,0.986594243,0,0
DTXSID5044360,3341,106-21-8,"3,7-Dimethyloctan-1-ol",158.29,3.77652,92.09929531,16.4,3240,12.81265498,0.050067182,0.999677449,0,0
DTXSID5044495,67235,5471-51-2,4-(4-Hydroxyphenyl)butan-2-one,164.21,1.65365,8173.799065,5.66,3240,0.015081429,0.004019304,0.999294889,0,0
DTXSID5044574,89770,68039-49-6,"2,4-Dimethylcyclohex-3-ene-1-carbaldehyde",138.21,2.64109,1652.756643,0.489,3240,32.64572038,0.033900149,0.99969579,0,0
DTXSID5044817,44828,3407-42-9,"3-(5,5,6-Trimethylbicyclo[2.2.1]hept-2-yl)cyclohexanol",236.4,4.18057,14.0665092,8.91,8100,0.196506537,0.023297469,0.999577711,0,0
DTXSID5045964,62216,515-69-5,Bisabolol,222.37,4.71974,1106.155104,0.257,8100,0.983537936,0.02763101,0.999165224,0,0
DTXSID5047114,65917,540-10-3,Palmityl palmitate,480.87,6.94955,0.004756891,6.39,3240,3.97E-09,0.00618826,0.909852455,0,0
DTXSID5047403,39417,3234-85-3,Myristyl myristate,424.76,8.57459,0.007195477,7.44,3240,4.93E-08,0.007914607,0.193494277,0,0
DTXSID5047451,80620,6359-82-6,Acid Yellow 11,380.36,3.2928,16.84272116,6.8,8100,4.65E-09,0.002551315,0.999715021,0,0
DTXSID5047457,60993,506-87-6,Ammonium carbonate,96.09,-0.521159,170175.39,100000,3240,1.409004347,0.000210605,0.936430809,0,0
DTXSID5049441,15941,1589-47-5,2-Methoxy-1-propanol,90.12,-0.313396,960724.26,13,3240,843.4521013,0.000305429,0.959536723,0,0
DTXSID5049576,81450,6381-92-6,Disodium ethylenediaminetetraacetate dihydrate,336.21,-1.707,2560.36691,1.49,1870,3.74E-10,1.81E-05,0.490734953,0,0
DTXSID5049817,45654,3486-35-9,Zinc carbonate,125.4,-0.521159,222083.4,100000,3240,1.409004347,0.000134264,0.936430809,0,0
DTXSID5050395,56443,4477-79-6,C.I. Solvent Red 26,394.48,5.33975,0.90167477,12.7,38900,3.27E-06,0.008849974,0.997327155,0,0
DTXSID5051315,5885,116044-44-1,"Bicyclo[2.2.1]hept-5-ene-2-carboxylic acid, 3-(1-methylethyl)-, ethyl ester, (2-endo,3-exo)-",208.3,3.95149,170.5610392,1.01,3240,1.592162646,0.029290487,0.999645682,0,0
DTXSID5051442,103344,77-94-1,Tributyl citrate,360.45,3.30034,85.347351,16,1870,0.003519231,0.003443245,0.999714818,0,0
DTXSID5051579,4925,112-10-7,Isopropyl octadecanoate,326.57,8.99222,0.701900167,10.3,3240,0.001505676,0.013249835,0.084011186,0,0
DTXSID5051739,14265,150-84-5,Citronellyl acetate,198.31,4.28171,32.35189678,0.516,3240,8.469504808,0.033863936,0.999533915,0,0
DTXSID5052200,66773,54464-59-4,"1-(1,2,3,4,5,6,7,8-Octahydro-2,3,5,5-tetramethyl-2-naphthyl)ethan-1-one",234.38,4.10815,109.4390534,0.444,13000,0.258142811,0.02345125,0.999603284,0,0
DTXSID5052252,73940,58958-60-4,Isooctyl trimethylacetate,354.62,9.34483,0.146864809,10.3,8100,0.000256732,0.011273757,0.039129769,0,0
DTXSID5052256,74188,591-76-4,2-Methylhexane,100.21,4.08569,4.328190152,37.4,1870,7771.548764,0.129065978,0.999610371,0,0
DTXSID5052335,86371,65113-99-7,"3-Methyl-4-(2,2,3-trimethylcyclopent-3-en-1-yl)butan-2-ol",210.36,3.79301,597.8094624,1.48,8100,6.284644146,0.027665958,0.99967501,0,0
DTXSID5052416,3877,1077-56-1,N-Ethyl-2-methylbenzenesulfonamide,199.27,1.62593,4861.849241,25.5,8100,0.000874044,0.002050885,0.999265159,0,0
DTXSID5062009,20553,1830-78-0,"Glycerol 1,3-dimethacrylate  check CAS",228.25,1.26819,45444.575,3.59,3240,0.000569881,0.000581327,0.998650219,0,0
DTXSID5064417,87196,6606-65-1,Butyl 2-cyanoacrylate,153.18,0.887673,17574.3414,34.1,3240,5.97116321,0.000971554,0.99711709,0,0
DTXSID5074054,64024,52845-07-5,Isoeicosane,282.56,9.44378,0.002385521,10.2,3240,0.001996983,0.017596582,0.031407584,0,0
DTXSID5087253,77122,615-50-9,"2,5-Diaminotoluene sulfate",124.19,0.340092,44185.5601,696,3240,0.064367783,0.000527717,0.990528727,0,0
DTXSID6020014,62885,520-45-6,Dehydroacetic acid,168.15,1.05974,12109.8267,2.87,3240,0.240434931,0.001072721,0.997975866,0,0
DTXSID6020143,86166,65-85-0,Benzoic acid,122.12,1.9124,20612.51268,207,3240,0.209669457,0.014126426,0.999497224,0,0
DTXSID6020193,43699,33229-34-4,HC Blue 2,285.3,1.57272,1076.214366,3.92,8100,9.25E-09,0.000409776,0.999202482,0,0
DTXSID6020220,22581,1948-33-0,tert-Butylhydroquinone,166.22,3.30306,2555.433036,5,8100,0.028074896,0.038642321,0.999714743,0,0
DTXSID6020224,65793,96-48-0,4-Butyrolactone,86.09,-0.465918,536709.1652,111,3240,143.2002459,0.000266434,0.943568348,0,0
DTXSID6020301,102024,75-45-6,Chlorodifluoromethane,86.47,0.949494,1436.768226,54800,3240,709959.0587,0.003657949,0.997465229,0,0
DTXSID6020359,3999,108-94-1,Cyclohexanone,98.15,0.86912,12029.95105,40.2,3240,692.6058164,0.002492249,0.997002621,0,0
DTXSID6020430,112792,95-50-1,"1,2-Dichlorobenzene",147,3.50538,134.155875,611,8100,151.9275295,0.054426726,0.999705289,0,0
DTXSID6020511,76731,612-82-8,"3,3'-Dimethylbenzidine dihydrochloride",285.22,2.29856,1150.397791,63.3,8100,2.13E-05,0.001850184,0.999642592,0,0
DTXSID6020569,3401,106-88-7,"1,2-Epoxybutane",72.11,1.07883,108177.2587,134,3240,22703.46979,0.006282632,0.998051899,0,0
DTXSID6020802,3985,108-78-1,Melamine,126.12,-1.18169,2482.646976,389,8100,5.84E-08,8.38E-05,0.763494332,0,0
DTXSID6020856,75061,872-50-4,N-Methyl-2-pyrrolidone,99.13,-0.300319,986361.3434,11.7,3240,133.167736,0.000267279,0.960682843,0,0
DTXSID6021248,79789,83-79-4,Rotenone,394.43,3.99585,0.623964594,0.755,13000,2.23E-08,0.005373213,0.999635235,0,0
DTXSID6021402,84140,95-63-6,"1,2,4-Trimethylbenzene",120.2,3.61895,60.6848932,7.9,8100,239.5923339,0.08424575,0.999696136,0,0
DTXSID6021456,35765,2783-94-0,FD&C Yellow 6,452.37,1.76313,2940.03858,63.8,8100,6.64E-07,0.000040944,0.999395377,0,0
DTXSID6021589,4969,112-54-9,Dodecanal,184.32,4.80304,96.02740224,6.88,3240,2.780411779,0.040207797,0.999042418,0,0
DTXSID6021616,24630,20324-33-8,1-[2-(2-Methoxy-1-methylethoxy)-1-methylethoxy]-2-propanol,206.28,0.835216,534401.3448,4.28,3240,1.867393388,0.000347606,0.996780452,0,0
DTXSID6021666,66665,544-63-8,Tetradecanoic acid,228.38,6.07967,2.18297023,15.3,1870,0.000246296,0.026683507,0.986594243,0,0
DTXSID6021741,96932,71-41-0,1-Pentanol,88.15,1.40413,26705.924,23.1,1870,399.7205236,0.009372325,0.998944667,0,0
DTXSID6021793,109033,90-15-3,1-Naphthol,144.17,2.88171,855.3433096,0.467,3240,0.034826208,0.039622668,0.999711985,0,0
DTXSID6021828,113858,98-86-2,Acetophenone,120.15,1.74652,4210.87302,93.7,3240,57.028519,0.010591967,0.999381716,0,0
DTXSID6021901,4212,109-60-4,Propyl acetate,102.13,1.24455,21026.62653,75.5,3240,4543.813703,0.005175022,0.998588947,0,0
DTXSID6022000,12055,141-43-5,Ethanolamine,61.08,-1.52864,899482.404,7.16,3240,62.60459464,0.000210558,0.592304646,0,0
DTXSID6022056,66146,541-73-1,"1,3-Dichlorobenzene",147,3.48821,131.390217,357,8100,323.8907478,0.054125625,0.999706409,0,0
DTXSID6022137,97141,928-96-1,(Z)-3-Hexen-1-ol,100.16,1.37257,25550.71584,1.51,1870,182.2903706,0.007038656,0.998884272,0,0
DTXSID6022341,16386,1610-18-0,Prometon,225.3,3.08007,462.957705,6.77,13000,0.000343753,0.015501567,0.999716895,0,0
DTXSID6022977,75229,60-00-4,Ethylenediaminetetraacetic acid,292.25,-1.707,2225.594805,1.41,1870,3.74E-10,2.20E-05,0.490734953,0,0
DTXSID6023028,36068,2809-21-4,Etidronic acid,206.03,-0.519027,625591.5523,211,8100,1.27E-08,5.02E-05,0.936721327,0,0
DTXSID6023232,69814,56-87-1,Lysine,146.19,-2.54637,611859.2403,3.47,1870,5.41E-06,5.72E-05,0.122434346,0,0
DTXSID6023602,4339,110-15-6,Butanedioic acid,118.09,-0.557731,131199.1709,92.9,1870,0.000219414,0.000143647,0.931249132,0,0
DTXSID6023810,7043,121-54-0,Benzethonium chloride,448.09,5.93694,0.046657819,2.69,38900,9.81E-05,0.007000375,0.990243391,0,0
DTXSID6023868,88235,67485-29-4,Hydramethylnon,494.49,2.57723,0.006207679,1.66,38900,1.64E-06,9.45E-05,0.999689085,0,0
DTXSID6024060,111573,94109-09-8,"Tri(tridecyl) benzene-1,2,4-tricarboxylate",757.2,8.34096,0.007126532,4.95,3240,5.20E-07,0.002529008,0.291202012,0,0
DTXSID6024127,12301,142-82-5,Heptane,100.21,4.56315,3.904842986,35.9,1870,5633.870895,0.132422025,0.99934103,0,0
DTXSID6024175,72609,57837-19-1,Metalaxyl,279.34,1.83809,2883.20781,9.55,8100,0.000401752,0.000792792,0.999450906,0,0
DTXSID6024591,111281,94-36-0,Benzoyl peroxide,242.23,3.29691,22.0271366,72.2,8100,0.001549353,0.015287231,0.999714912,0,0
DTXSID6024624,17694,1675-54-3,Bisphenol A diglycidyl ether,340.42,3.36429,0.630566774,3.84,13000,0.000113382,0.004961409,0.9997127,0,0
DTXSID6024836,65722,250599-19-0,"3,7-Dimethyl-2,6-octadienal",152.24,3.07264,575.786904,0.468,3240,67.84723098,0.040873513,0.99971683,0,0
DTXSID6024917,7512,123-42-2,Diacetone alcohol,116.16,1.10088,515045.3088,64.2,8100,187.0566461,0.002955334,0.998135674,0,0
DTXSID6025355,4566,111-30-8,Glutaraldehyde,100.12,-0.140232,94394.23732,10.8,3240,242.8000706,0.000335633,0.972397186,0,0
DTXSID6025567,10259,134-20-3,Methyl 2-aminobenzoate,151.17,1.65661,2235.864768,7.38,3240,3.898186697,0.005088955,0.999297953,0,0
DTXSID6026294,87889,67-97-0,Vitamin D3,384.65,8.52007,0.050404536,0.39,8100,0.000011773,0.009613178,0.213839668,0,0
DTXSID6026298,3948,108-38-3,m-Xylene,106.17,3.13142,147.9192291,10.9,3240,1194.433959,0.089238281,0.999717109,0,0
DTXSID6026377,100426,74-84-0,Ethane,30.07,1.4163,107.7230687,958,3240,1730697.941,0.028867436,0.99896681,0,0
DTXSID6026612,113393,97-85-8,Isobutyl isobutyrate,144.22,2.50274,950.510754,46.7,3240,688.9421171,0.02574438,0.999679663,0,0
DTXSID6026797,3975,108-67-8,"1,3,5-Trimethylbenzene",120.2,3.59623,60.6628966,4.46,8100,618.8278722,0.083789157,0.999698225,0,0
DTXSID6026878,4584,111-48-8,"2,2'-Thiobisethanol",122.18,-0.671803,999506.9298,9.19,3240,0.593425957,0.000121096,0.912469601,0,0
DTXSID6026901,4918,112-02-7,Hexadecyl trimethyl ammonium chloride,320.01,2.83577,0.001635962,7.51,3240,0.004278862,0.002905986,0.99970985,0,0
DTXSID6027183,65942,540-97-6,Dodecamethylcyclohexasiloxane,444.93,8.86158,0.008150094,143,13000,2.580241543,0.007226761,0.110243859,0,0
DTXSID6027185,66117,541-05-9,Hexamethylcyclotrisiloxane,222.47,4.91233,41.46373613,494,8100,256.6402679,0.02778391,0.998841103,0,0
DTXSID6027260,79025,627-83-8,"Octadecanoic acid, 1,2-ethanediyl ester",595.01,9.7616,0.005385233,5.51,3240,1.67E-07,0.004088147,0.015358662,0,0
DTXSID6027268,79328,629-62-9,Pentadecane,212.42,7.27879,0.000325871,11.6,1870,0.486941364,0.03078081,0.825647535,0,0
DTXSID6027341,110025,929-06-6,2-(2-Aminoethoxy)ethanol,105.14,-1.09745,921739.2492,3.69,3240,0.488211927,0.000114689,0.796689159,0,0
DTXSID6027397,10203,1338-43-8,"Sorbitan, mono-(9Z)-9-octadecenoate",428.61,4.76178,1.821026735,1.08,3240,4.07E-07,0.00649421,0.999106188,0,0
DTXSID6027503,33941,2855-13-2,Isophorone diamine,170.3,2.00568,13387.40221,3.03,8100,2.485502652,0.007281421,0.999545132,0,0
DTXSID6027921,34953,27138-31-4,Di(propylene glycol) dibenzoate,342.39,3.44106,0.799891518,7.47,3240,0.000108405,0.005343768,0.999709163,0,0
DTXSID6028995,96596,70729-68-9,Tetraethylene glycol diheptanoate,418.58,3.87437,19.94768105,4.46,3240,5.43E-06,0.003578015,0.99966138,0,0
DTXSID6029127,113381,97-64-3,Ethyl lactate,118.13,0.0421169,672595.5997,65.8,3240,140.0605036,0.000336923,0.981604499,0,0
DTXSID6029597,101994,75-10-5,"Methane, difluoro-",52.02,0.279131,3942.320094,23600,3240,1298878.719,0.001719188,0.989154261,0,0
DTXSID6029755,37688,29387-86-8,Propylene glycol monobutyl ether,132.2,1.7493,101488.8824,8.22,1870,111.5089805,0.008589139,0.999384039,0,0
DTXSID6032516,46354,3547-33-9,2-Hydroxyethyl octyl sulfide,190.35,3.94415,1432.086804,7.98,3240,0.072226872,0.035320521,0.999647305,0,0
DTXSID6032562,5325,113-48-4,MGK-264,275.39,3.60669,724.9063431,0.898,3240,0.001892778,0.013283849,0.99969728,0,0
DTXSID6032641,106929,84087-01-4,Quinclorac,242.06,2.77273,388.5159824,201,8100,1.74E-05,0.008471139,0.999706235,0,0
DTXSID6032645,7457,122836-35-5,Sulfentrazone,387.19,1.55489,144.1810378,10.5,13000,8.94E-08,7.40E-05,0.999179701,0,0
DTXSID6032649,103262,7696-12-0,Tetramethrin,331.42,4.36148,9.062315338,0.43,8100,0.000456447,0.011313717,0.999491321,0,0
DTXSID6034502,16357,42534-61-2,"Cyclopropanecarboxylic acid, 2,2-dimethyl-3-(2-methyl-1-propenyl)-, 2-methyl-4-oxo-(2-propenyl)-2-cyclopenten-1-yl ester, (1.alpha.(S*),3.beta.)-(.+-).-",302.42,4.81007,4.116178136,0.237,8100,0.000328474,0.014877644,0.999030936,0,0
DTXSID6034689,104068,79-33-4,L-Lactic acid,90.08,-0.793654,281996.3408,43.4,1870,7.086764973,0.000176652,0.887378755,0,0
DTXSID6034972,108829,89-83-8,Thymol,150.22,3.3124,1120.578108,2.39,3240,1.275349984,0.048282534,0.999714474,0,0
DTXSID6035156,7288,122-70-3,2-Phenylethyl propionate,178.23,3.0059,167.4084091,31,3240,3.826845886,0.026937515,0.999715837,0,0
DTXSID6035491,68657,5538-94-3,Dioctyldimethylammonium chloride,305.98,2.55012,0.009063219,6.31,3240,0.027676395,0.002144209,0.999685867,0,0
DTXSID6035784,86947,65733-18-8,(7S)-Hydroprene,266.43,6.32337,2.949833031,0.644,3240,0.069510028,0.019730041,0.976920497,0,0
DTXSID6036384,11519,139-08-2,Tetradecyldimethylbenzylammonium chloride,368.05,5.68675,0.0060351,5.89,8100,0.000732636,0.010368111,0.994382779,0,0
DTXSID6036467,35213,27344-41-8,"Disodium 4,4'-bis(2-sulfostyryl)biphenyl",562.57,5.04863,1.400382998,0.723,8100,8.33E-08,0.00269644,0.998507633,0,0
DTXSID6040111,2929,105-54-4,Ethyl butyrate,116.16,1.76608,6091.89504,52,3240,1961.852301,0.011830262,0.999397749,0,0
DTXSID6040117,4244,109-94-4,Ethyl formate,74.08,0.241714,90345.0048,252,3240,26603.68299,0.001056496,0.988212153,0,0
DTXSID6041056,100422,74-79-3,L-Arginine,174.2,-3.30446,132613.5824,1.89,3240,1.41E-07,0.000044601,0.023773701,0,0
DTXSID6041266,90851,683-10-3,"1-Dodecanaminium, N-(carboxymethyl)-N,N-dimethyl-, inner salt",272.46,3.43575,5.034488634,7.49,1870,5.20E-05,0.012115225,0.999709444,0,0
DTXSID6041399,15805,15821-83-7,2-Butoxy-1-propanol,132.2,1.02465,153075.702,8.22,1870,111.1606091,0.001884136,0.997827115,0,0
DTXSID6041424,9640,13254-34-7,"2,6-Dimethyl-2-heptanol",144.26,2.92639,904.9631764,23.2,8100,106.8237651,0.041138337,0.999713683,0,0
DTXSID6041638,7307,122-97-4,3-Phenyl-1-propanol,136.2,1.95514,8696.96928,22.2,3240,3.856670105,0.011939906,0.999520466,0,0
DTXSID6041717,56207,4430-18-6,C.I. Acid Violet 43,431.4,3.04991,69.5421114,3.28,13000,6.77E-08,0.000721236,0.999716573,0,0
DTXSID6041719,80629,6359-98-4,"C.I. Acid Yellow 17, disodium salt",551.29,1.64772,3.136024191,127,38900,1.88E-07,0.000012787,0.999288688,0,0
DTXSID6041761,7480,123-03-5,Cetylpyridinium chloride,340,2.79276,0.001860344,8.23,8100,0.000588246,0.001956195,0.999707474,0,0
DTXSID6041923,90341,68155-67-9,"Ethanone, 1-(1,2,3,4,6,7,8,8a-octahydro-2,3,8,8-tetramethyl-2-naphthalenyl)-",234.38,4.39209,80.73547232,0.504,13000,0.285321914,0.024328203,0.999472768,0,0
DTXSID6042107,14932,15375-84-5,"Manganate(2-), [[N,N'-1,2-ethanediylbis[N-[(carboxy-.kappa.O)methyl]glycinato-.kappa.N,.kappa.O]](4-)]-, disodium, (OC-6-21)-",390.14,-1.707,2971.064353,1.52,8100,3.74E-10,0.00001467,0.490734953,0,0
DTXSID6042151,2041,103-26-4,Methyl cinnamate,162.19,2.39676,217.2389079,8.12,3240,2.720256717,0.016459937,0.999662747,0,0
DTXSID6042232,3673,107-75-5,"7-Hydroxy-3,7-dimethyloctanal",172.27,3.06098,1829.248995,6.51,8100,0.173413766,0.03057002,0.999716708,0,0
DTXSID6042238,94532,6969-49-9,Octyl salicylate,250.34,4.04521,129.6673581,12.1,3240,0.00057793,0.020069101,0.999622232,0,0
